omega,Re_G_variance,Im_G_variance
1.006895529042930093e+02,2.646861290550550645e-12,2.175272467761803401e-12
1.007047031255503100e+02,2.646861018158047132e-12,2.175272746818477826e-12
1.007198556263806921e+02,2.646860743406155517e-12,2.175273025450457610e-12
1.007350104071273620e+02,2.646860463777426326e-12,2.175273302127753061e-12
1.007501674681331281e+02,2.646860187524125158e-12,2.175273580882576840e-12
1.007653268097413246e+02,2.646859909080771231e-12,2.175273859222939915e-12
1.007804884322948880e+02,2.646859628842480206e-12,2.175274137409809692e-12
1.007956523361372376e+02,2.646859348909006853e-12,2.175274416082814888e-12
1.008108185216113952e+02,2.646859066604857291e-12,2.175274694095741668e-12
1.008259869890608798e+02,2.646858784616815122e-12,2.175274972830186431e-12
1.008411577388288549e+02,2.646858500958015539e-12,2.175275251487894036e-12
1.008563307712589250e+02,2.646858215447834283e-12,2.175275529398533552e-12
1.008715060866943531e+02,2.646857929757044522e-12,2.175275808122798096e-12
1.008866836854788431e+02,2.646857645296771549e-12,2.175276087471357013e-12
1.009018635679557576e+02,2.646857357867506230e-12,2.175276366333816862e-12
1.009170457344688145e+02,2.646857066645152514e-12,2.175276643523027252e-12
1.009322301853617887e+02,2.646856777940262004e-12,2.175276922426458794e-12
1.009474169209781991e+02,2.646856487045321157e-12,2.175277201002418902e-12
1.009626059416620052e+02,2.646856195992350443e-12,2.175277479383949561e-12
1.009777972477568255e+02,2.646855901259182502e-12,2.175277756777912194e-12
1.009929908396067475e+02,2.646855608050045160e-12,2.175278035379510458e-12
1.010081867175554891e+02,2.646855312696015161e-12,2.175278313218689728e-12
1.010233848819472229e+02,2.646855018041918901e-12,2.175278591958483296e-12
1.010385853331257948e+02,2.646854721570311348e-12,2.175278870421975517e-12
1.010537880714354628e+02,2.646854425685747576e-12,2.175279149233443397e-12
1.010689930972201722e+02,2.646854123682565972e-12,2.175279425675745237e-12
1.010842004108243088e+02,2.646853822706699471e-12,2.175279703044246621e-12
1.010994100125919033e+02,2.646853523604823572e-12,2.175279981589682229e-12
1.011146219028674551e+02,2.646853221477513985e-12,2.175280259208953837e-12
1.011298360819950801e+02,2.646852920332364245e-12,2.175280537662318750e-12
1.011450525503194058e+02,2.646852616895566355e-12,2.175280815240688942e-12
1.011602713081846332e+02,2.646852310851029078e-12,2.175281091949182188e-12
1.011754923559354893e+02,2.646852006093454375e-12,2.175281369599226691e-12
1.011907156939162888e+02,2.646851699010365586e-12,2.175281646497085329e-12
1.012059413224718725e+02,2.646851392277253359e-12,2.175281923855494544e-12
1.012211692419466544e+02,2.646851084234635867e-12,2.175282200932484233e-12
1.012363994526854611e+02,2.646850774780913277e-12,2.175282477615480687e-12
1.012516319550331474e+02,2.646850463780617396e-12,2.175282754083579011e-12
1.012668667493342980e+02,2.646850152983541779e-12,2.175283030838248968e-12
1.012821038359339809e+02,2.646849842841245451e-12,2.175283308217214107e-12
1.012973432151769089e+02,2.646849526264246111e-12,2.175283582597616001e-12
1.013125848874082493e+02,2.646849212351465873e-12,2.175283858595017860e-12
1.013278288529728002e+02,2.646848897851677398e-12,2.175284134664075451e-12
1.013430751122158426e+02,2.646848581906917484e-12,2.175284410354489905e-12
1.013583236654822883e+02,2.646848264686521877e-12,2.175284685707198181e-12
1.013735745131175037e+02,2.646847945118036776e-12,2.175284960174676182e-12
1.013888276554665140e+02,2.646847628654040889e-12,2.175285236320559385e-12
1.014040830928747994e+02,2.646847307369669370e-12,2.175285510255900951e-12
1.014193408256874704e+02,2.646846986638477309e-12,2.175285784815538101e-12
1.014346008542501210e+02,2.646846666787845264e-12,2.175286060065992232e-12
1.014498631789079610e+02,2.646846342873200552e-12,2.175286333428277368e-12
1.014651278000066839e+02,2.646846020143918178e-12,2.175286607711646291e-12
1.014803947178916133e+02,2.646845696759894885e-12,2.175286881723829624e-12
1.014956639329085419e+02,2.646845371513210294e-12,2.175287155091283831e-12
1.015109354454029216e+02,2.646845043602347394e-12,2.175287427593975637e-12
1.015262092557206159e+02,2.646844716899425471e-12,2.175287700506047529e-12
1.015414853642071762e+02,2.646844391404443717e-12,2.175287974441544192e-12
1.015567637712084945e+02,2.646844062172831873e-12,2.175288246652616058e-12
1.015720444770705342e+02,2.646843731022115368e-12,2.175288517973340682e-12
1.015873274821389600e+02,2.646843398290963270e-12,2.175288788644218000e-12
1.016026127867599342e+02,2.646843068269185530e-12,2.175289061013969199e-12
1.016179003912792780e+02,2.646842734928470791e-12,2.175289331618358644e-12
1.016331902960432245e+02,2.646842400752393701e-12,2.175289601925976849e-12
1.016484825013976661e+02,2.646842068529329216e-12,2.175289873436116140e-12
1.016637770076890064e+02,2.646841731745542224e-12,2.175290142838051546e-12
1.016790738152632088e+02,2.646841397095391689e-12,2.175290413524381146e-12
1.016943729244667480e+02,2.646841060548715939e-12,2.175290683253840897e-12
1.017096743356457580e+02,2.646840721405599813e-12,2.175290951811514895e-12
1.017249780491467703e+02,2.646840383413979281e-12,2.175291220901377836e-12
1.017402840653160325e+02,2.646840045490114453e-12,2.175291490206173238e-12
1.017555923845002184e+02,2.646839706155150586e-12,2.175291758953227572e-12
1.017709030070456180e+02,2.646839364641438627e-12,2.175292026595017146e-12
1.017862159332990331e+02,2.646839021852096224e-12,2.175292293448798846e-12
1.018015311636068674e+02,2.646838678520905688e-12,2.175292560435639897e-12
1.018168486983160363e+02,2.646838337007260372e-12,2.175292828246341126e-12
1.018321685377730290e+02,2.646837990458760537e-12,2.175293093641814310e-12
1.018474906823247466e+02,2.646837645919718285e-12,2.175293359779275370e-12
1.018628151323181470e+02,2.646837298502014397e-12,2.175293624704012912e-12
1.018781418880998757e+02,2.646836949661924170e-12,2.175293888886794889e-12
1.018934709500171039e+02,2.646836602707113056e-12,2.175294154082768104e-12
1.019088023184166190e+02,2.646836255560412197e-12,2.175294419145714279e-12
1.019241359936456490e+02,2.646835906088209771e-12,2.175294683062458331e-12
1.019394719760510952e+02,2.646835555046865110e-12,2.175294946191193296e-12
1.019548102659803277e+02,2.646835202989538286e-12,2.175295208598440975e-12
1.019701508637803187e+02,2.646834851225747488e-12,2.175295471179683752e-12
1.019854937697985378e+02,2.646834497080010952e-12,2.175295732471446467e-12
1.020008389843820851e+02,2.646834145666224989e-12,2.175295995155061731e-12
1.020161865078785155e+02,2.646833788291895894e-12,2.175296254881039401e-12
1.020315363406350428e+02,2.646833432520621823e-12,2.175296515343887575e-12
1.020468884829993357e+02,2.646833078713648867e-12,2.175296776610127648e-12
1.020622429353186931e+02,2.646832720549165185e-12,2.175297035711871933e-12
1.020775996979408973e+02,2.646832363321688517e-12,2.175297295141123196e-12
1.020929587712133610e+02,2.646832006545794303e-12,2.175297554468048420e-12
1.021083201554839519e+02,2.646831645931681880e-12,2.175297811922149092e-12
1.021236838511001963e+02,2.646831285340171924e-12,2.175298069273924534e-12
1.021390498584100612e+02,2.646830925696958302e-12,2.175298326999259263e-12
1.021544181777612010e+02,2.646830563976602881e-12,2.175298583598858533e-12
1.021697888095015685e+02,2.646830201048355759e-12,2.175298839436031941e-12
1.021851617539792016e+02,2.646829836460658717e-12,2.175299094234459563e-12
1.022005370115418970e+02,2.646829473216370843e-12,2.175299349739055070e-12
1.022159145825378914e+02,2.646829106845071259e-12,2.175299603258249490e-12
1.022312944673150525e+02,2.646828742912208437e-12,2.175299857990199741e-12
1.022466766662217594e+02,2.646828374746017800e-12,2.175300110250628832e-12
1.022620611796059791e+02,2.646828008871507625e-12,2.175300363703345881e-12
1.022774480078161616e+02,2.646827637510599252e-12,2.175300613727652534e-12
1.022928371512004162e+02,2.646827269886354493e-12,2.175300865880667295e-12
1.023082286101073066e+02,2.646826901618666210e-12,2.175301117087042104e-12
1.023236223848849988e+02,2.646826531093216314e-12,2.175301367444000168e-12
1.023390184758821846e+02,2.646826160387169627e-12,2.175301617110170735e-12
1.023544168834471435e+02,2.646825789003813075e-12,2.175301866315820613e-12
1.023698176079286668e+02,2.646825415238517247e-12,2.175302114124528841e-12
1.023852206496751478e+02,2.646825040299198887e-12,2.175302360955893692e-12
1.024006260090354772e+02,2.646824669367478103e-12,2.175302609726636399e-12
1.024160336863581477e+02,2.646824292215582063e-12,2.175302854925688750e-12
1.024314436819921355e+02,2.646823916678030367e-12,2.175303100815557274e-12
1.024468559962860752e+02,2.646823541196949500e-12,2.175303346357480027e-12
1.024622706295889429e+02,2.646823165388516751e-12,2.175303591490052179e-12
1.024776875822497573e+02,2.646822785188717437e-12,2.175303834135748633e-12
1.024931068546172952e+02,2.646822409211004276e-12,2.175304078418916963e-12
1.025085284470408169e+02,2.646822028932237082e-12,2.175304320158921328e-12
1.025239523598691846e+02,2.646821649161498936e-12,2.175304561960344257e-12
1.025393785934517439e+02,2.646821269424654596e-12,2.175304803418937173e-12
1.025548071481374848e+02,2.646820884698133613e-12,2.175305042191088586e-12
1.025702380242758665e+02,2.646820504904899628e-12,2.175305282866798269e-12
1.025856712222159643e+02,2.646820120438079430e-12,2.175305520943056122e-12
1.026011067423073371e+02,2.646819736185776487e-12,2.175305758768590604e-12
1.026165445848991880e+02,2.646819351335188510e-12,2.175305995908452539e-12
1.026319847503411751e+02,2.646818968324722370e-12,2.175306233432106488e-12
1.026474272389825870e+02,2.646818579015067858e-12,2.175306467624567996e-12
1.026628720511731956e+02,2.646818194209719956e-12,2.175306703602895887e-12
1.026783191872624172e+02,2.646817808230352348e-12,2.175306938516887899e-12
1.026937686476001090e+02,2.646817421438211125e-12,2.175307172571226401e-12
1.027092204325358011e+02,2.646817032072225534e-12,2.175307405233737395e-12
1.027246745424194501e+02,2.646816641396754467e-12,2.175307636535122287e-12
1.027401309776006713e+02,2.646816250992246443e-12,2.175307867565315127e-12
1.027555897384295633e+02,2.646815862856838223e-12,2.175308099148163166e-12
1.027710508252558270e+02,2.646815470284916662e-12,2.175308328100853527e-12
1.027865142384295751e+02,2.646815079338627147e-12,2.175308557263355342e-12
1.028019799783009063e+02,2.646814685333071530e-12,2.175308784634897637e-12
1.028174480452197344e+02,2.646814290526032828e-12,2.175309011254243564e-12
1.028329184395363853e+02,2.646813896148002385e-12,2.175309237341426802e-12
1.028483911616008442e+02,2.646813503045647621e-12,2.175309463623070186e-12
1.028638662117635647e+02,2.646813105789004413e-12,2.175309687356427789e-12
1.028793435903746456e+02,2.646812710282171721e-12,2.175309911673142401e-12
1.028948232977846260e+02,2.646812312811098498e-12,2.175310133994213104e-12
1.029103053343437182e+02,2.646811916514101526e-12,2.175310356530212230e-12
1.029257897004025750e+02,2.646811515283883796e-12,2.175310576190432330e-12
1.029412763963114799e+02,2.646811119291746500e-12,2.175310797795148466e-12
1.029567654224212419e+02,2.646810719472701722e-12,2.175311016974386870e-12
1.029722567790822154e+02,2.646810319473064594e-12,2.175311235457715155e-12
1.029877504666453234e+02,2.646809918480034442e-12,2.175311452953461278e-12
1.030032464854610481e+02,2.646809515906588892e-12,2.175311669026673640e-12
1.030187448358803692e+02,2.646809115534508846e-12,2.175311885785583591e-12
1.030342455182538970e+02,2.646808710680767069e-12,2.175312099387274391e-12
1.030497485329327390e+02,2.646808307418790594e-12,2.175312313321585501e-12
1.030652538802676048e+02,2.646807901876488004e-12,2.175312525633796641e-12
1.030807615606096874e+02,2.646807499280617701e-12,2.175312738575417103e-12
1.030962715743097959e+02,2.646807092948154466e-12,2.175312949137612143e-12
1.031117839217191516e+02,2.646806687022122467e-12,2.175313159316036980e-12
1.031272986031889758e+02,2.646806281942788584e-12,2.175313369238619055e-12
1.031428156190702765e+02,2.646805874696018546e-12,2.175313577042744728e-12
1.031583349697144882e+02,2.646805466512301674e-12,2.175313784156076039e-12
1.031738566554727043e+02,2.646805058181860814e-12,2.175313990358579310e-12
1.031893806766964872e+02,2.646804648530651622e-12,2.175314195251122528e-12
1.032049070337370438e+02,2.646804238687563186e-12,2.175314399406817860e-12
1.032204357269460218e+02,2.646803828765483847e-12,2.175314602897303268e-12
1.032359667566747561e+02,2.646803420028769675e-12,2.175314805794218328e-12
1.032515001232749796e+02,2.646803005568621996e-12,2.175315005687423287e-12
1.032670358270981268e+02,2.646802591447173274e-12,2.175315204802842191e-12
1.032825738684960584e+02,2.646802180057667047e-12,2.175315404675597048e-12
1.032981142478203083e+02,2.646801765055749994e-12,2.175315601559991902e-12
1.033136569654228367e+02,2.646801352785775032e-12,2.175315799385936801e-12
1.033292020216552771e+02,2.646800938382233892e-12,2.175315995446500962e-12
1.033447494168697318e+02,2.646800521653215822e-12,2.175316189618874721e-12
1.033602991514179053e+02,2.646800107588405950e-12,2.175316384272262085e-12
1.033758512256519992e+02,2.646799689301587875e-12,2.175316576085683547e-12
1.033914056399238461e+02,2.646799274559510548e-12,2.175316768866239492e-12
1.034069623945856335e+02,2.646798855347070501e-12,2.175316958602146762e-12
1.034225214899896343e+02,2.646798435920174995e-12,2.175317147432340133e-12
1.034380829264878230e+02,2.646798019721931018e-12,2.175317336799834568e-12
1.034536467044326713e+02,2.646797600374124157e-12,2.175317523951644549e-12
1.034692128241762674e+02,2.646797179344308124e-12,2.175317709609277557e-12
1.034847812860711684e+02,2.646796760109456249e-12,2.175317895144108576e-12
1.035003520904695904e+02,2.646796336923532961e-12,2.175318077915727814e-12
1.035159252377242041e+02,2.646795915792217666e-12,2.175318261004613630e-12
1.035315007281873108e+02,2.646795494277114398e-12,2.175318442773301821e-12
1.035470785622117091e+02,2.646795071576713414e-12,2.175318623216675823e-12
1.035626587401497858e+02,2.646794648786035440e-12,2.175318802831090854e-12
1.035782412623544388e+02,2.646794223444107487e-12,2.175318980071191373e-12
1.035938261291781970e+02,2.646793797966746884e-12,2.175319156451629901e-12
1.036094133409740294e+02,2.646793373302219268e-12,2.175319332443178430e-12
1.036250028980945928e+02,2.646792947204039420e-12,2.175319506720513885e-12
1.036405948008929698e+02,2.646792521613893064e-12,2.175319680332636185e-12
1.036561890497218741e+02,2.646792094161118933e-12,2.175319851979808711e-12
1.036717856449345447e+02,2.646791667284110977e-12,2.175320023135749044e-12
1.036873845868837947e+02,2.646791239063762917e-12,2.175320192551889846e-12
1.037029858759229484e+02,2.646790811475625606e-12,2.175320361574022873e-12
1.037185895124049324e+02,2.646790383763345773e-12,2.175320529316893215e-12
1.037341954966830855e+02,2.646789954967370076e-12,2.175320695575817693e-12
1.037498038291107463e+02,2.646789523800769060e-12,2.175320859961898635e-12
1.037654145100410403e+02,2.646789092171360087e-12,2.175321022874268055e-12
1.037810275398275337e+02,2.646788663296466998e-12,2.175321186523502324e-12
1.037966429188234372e+02,2.646788230617264854e-12,2.175321346877344756e-12
1.038122606473824305e+02,2.646787798457385520e-12,2.175321506678549356e-12
1.038278807258578382e+02,2.646787367065183109e-12,2.175321665835007462e-12
1.038435031546034395e+02,2.646786931518718911e-12,2.175321821813766830e-12
1.038591279339726583e+02,2.646786499494411572e-12,2.175321978565209826e-12
1.038747550643194018e+02,2.646786064456016811e-12,2.175322132814408042e-12
1.038903845459971933e+02,2.646785629349924911e-12,2.175322285922502526e-12
1.039060163793600253e+02,2.646785196061372980e-12,2.175322438820802923e-12
1.039216505647615492e+02,2.646784756405947250e-12,2.175322587620328065e-12
1.039372871025558567e+02,2.646784322575602115e-12,2.175322738139197386e-12
1.039529259930967129e+02,2.646783886916499990e-12,2.175322886682878957e-12
1.039685672367383091e+02,2.646783448277178804e-12,2.175323032790836338e-12
1.039842108338345099e+02,2.646783011500553248e-12,2.175323178663412771e-12
1.039998567847396345e+02,2.646782569316608446e-12,2.175323320902867358e-12
1.040155050898076183e+02,2.646782133488317997e-12,2.175323464969124479e-12
1.040311557493928092e+02,2.646781693009061171e-12,2.175323605816743077e-12
1.040468087638495831e+02,2.646781253703880595e-12,2.175323746162892314e-12
1.040624641335320462e+02,2.646780813913316252e-12,2.175323885014858924e-12
1.040781218587947876e+02,2.646780374811407638e-12,2.175324022868998934e-12
1.040937819399920272e+02,2.646779933180835760e-12,2.175324158568852860e-12
1.041094443774784537e+02,2.646779489800531722e-12,2.175324292273049547e-12
1.041251091716084147e+02,2.646779047233060670e-12,2.175324425138048885e-12
1.041407763227366985e+02,2.646778605275223749e-12,2.175324557025689901e-12
1.041564458312177521e+02,2.646778162662671354e-12,2.175324687552191082e-12
1.041721176974064633e+02,2.646777719124471946e-12,2.175324816410528269e-12
1.041877919216573929e+02,2.646777276083017922e-12,2.175324944409199022e-12
1.042034685043255422e+02,2.646776827984205866e-12,2.175325068708224110e-12
1.042191474457655573e+02,2.646776386320063703e-12,2.175325194834050519e-12
1.042348287463325818e+02,2.646775937543997117e-12,2.175325316323804649e-12
1.042505124063813611e+02,2.646775491556308312e-12,2.175325437956840758e-12
1.042661984262671098e+02,2.646775044202709652e-12,2.175325557763081605e-12
1.042818868063447013e+02,2.646774600518016880e-12,2.175325677917287204e-12
1.042975775469694781e+02,2.646774149698824682e-12,2.175325793588932401e-12
1.043132706484963848e+02,2.646773704975634924e-12,2.175325910949217544e-12
1.043289661112808915e+02,2.646773255680509677e-12,2.175326024712196792e-12
1.043446639356780707e+02,2.646772808022301756e-12,2.175326138127217750e-12
1.043603641220433502e+02,2.646772356864597605e-12,2.175326248487342768e-12
1.043760666707322287e+02,2.646771906858391068e-12,2.175326357921278743e-12
1.043917715820999632e+02,2.646771458263325574e-12,2.175326467089129133e-12
1.044074788565022516e+02,2.646771005367258553e-12,2.175326572680141097e-12
1.044231884942944220e+02,2.646770556625514308e-12,2.175326679008015488e-12
1.044389004958323142e+02,2.646770105705067206e-12,2.175326782976917386e-12
1.044546148614713701e+02,2.646769653768665001e-12,2.175326885287886399e-12
1.044703315915675148e+02,2.646769202701539955e-12,2.175326986447513704e-12
1.044860506864763039e+02,2.646768746983463072e-12,2.175327084311741498e-12
1.045017721465537619e+02,2.646768295239086726e-12,2.175327182447177097e-12
1.045174959721555581e+02,2.646767840051661958e-12,2.175327277804038297e-12
1.045332221636378307e+02,2.646767384954586477e-12,2.175327371676947171e-12
1.045489507213563627e+02,2.646766932216911214e-12,2.175327465442398903e-12
1.045646816456673776e+02,2.646766479648606837e-12,2.175327557964401476e-12
1.045804149369267719e+02,2.646766022734150927e-12,2.175327646786753941e-12
1.045961505954908830e+02,2.646765567038924908e-12,2.175327734764789261e-12
1.046118886217157069e+02,2.646765109390775546e-12,2.175327820864855998e-12
1.046276290159576945e+02,2.646764654260068387e-12,2.175327906309937863e-12
1.046433717785729556e+02,2.646764194580013262e-12,2.175327988331691161e-12
1.046591169099180405e+02,2.646763740126713307e-12,2.175328071407565788e-12
1.046748644103491444e+02,2.646763279588788684e-12,2.175328150215793089e-12
1.046906142802228601e+02,2.646762824469527556e-12,2.175328230252122277e-12
1.047063665198957949e+02,2.646762363784928221e-12,2.175328306184550357e-12
1.047221211297243002e+02,2.646761907164336301e-12,2.175328382659391218e-12
1.047378781100652247e+02,2.646761447382920451e-12,2.175328456110035526e-12
1.047536374612750336e+02,2.646760985614716532e-12,2.175328526925382165e-12
1.047693991837106751e+02,2.646760525189919359e-12,2.175328597044806164e-12
1.047851632777287136e+02,2.646760065137692735e-12,2.175328666181750833e-12
1.048009297436862113e+02,2.646759605593501622e-12,2.175328733543067903e-12
1.048166985819398320e+02,2.646759143441639380e-12,2.175328798519824004e-12
1.048324697928467515e+02,2.646758683412110140e-12,2.175328862887647946e-12
1.048482433767637474e+02,2.646758220537846188e-12,2.175328924783920034e-12
1.048640193340480948e+02,2.646757757257226126e-12,2.175328984561719565e-12
1.048797976650566710e+02,2.646757293220297624e-12,2.175329042574125030e-12
1.048955783701468789e+02,2.646756833337683415e-12,2.175329101001015432e-12
1.049113614496757094e+02,2.646756368758974634e-12,2.175329155590091523e-12
1.049271469040006224e+02,2.646755902825652182e-12,2.175329208060695056e-12
1.049429347334787650e+02,2.646755440437048668e-12,2.175329260797387407e-12
1.049587249384676966e+02,2.646754973386218537e-12,2.175329309706499786e-12
1.049745175193246638e+02,2.646754508322255236e-12,2.175329357960625676e-12
1.049903124764072260e+02,2.646754045369334405e-12,2.175329405754213913e-12
1.050061098100730419e+02,2.646753578307338548e-12,2.175329450068184105e-12
1.050219095206795004e+02,2.646753111279250230e-12,2.175329492642345476e-12
1.050377116085844307e+02,2.646752644973684790e-12,2.175329533891181348e-12
1.050535160741453637e+02,2.646752177810213501e-12,2.175329573256930054e-12
1.050693229177202284e+02,2.646751709992034412e-12,2.175329610903337813e-12
1.050851321396666265e+02,2.646751241327238793e-12,2.175329646415920495e-12
1.051009437403426432e+02,2.646750777245726548e-12,2.175329682542554323e-12
1.051167577201059657e+02,2.646750305465311935e-12,2.175329713419056647e-12
1.051325740793147929e+02,2.646749838155292757e-12,2.175329744669106950e-12
1.051483928183269256e+02,2.646749369874481002e-12,2.175329774036069279e-12
1.051642139375006479e+02,2.646748901277624862e-12,2.175329801514826667e-12
1.051800374371938886e+02,2.646748429655420254e-12,2.175329825739117059e-12
1.051958633177650313e+02,2.646747959545952483e-12,2.175329849303303187e-12
1.052116915795721042e+02,2.646747491513659632e-12,2.175329872202268080e-12
1.052275222229736187e+02,2.646747017916046747e-12,2.175329890572610971e-12
1.052433552483277026e+02,2.646746550753071847e-12,2.175329910503665559e-12
1.052591906559929811e+02,2.646746076658837171e-12,2.175329925312515680e-12
1.052750284463276813e+02,2.646745606617311302e-12,2.175329940295347167e-12
1.052908686196905137e+02,2.646745135808190905e-12,2.175329953620242539e-12
1.053067111764398476e+02,2.646744660969024753e-12,2.175329963091971078e-12
1.053225561169344076e+02,2.646744186107323989e-12,2.175329970900646130e-12
1.053384034415329467e+02,2.646743716099832078e-12,2.175329979200561452e-12
1.053542531505939905e+02,2.646743240527024174e-12,2.175329983411924551e-12
1.053701052444765338e+02,2.646742770463172102e-12,2.175329988344796747e-12
1.053859597235391874e+02,2.646742295849993471e-12,2.175329989434736047e-12
1.054018165881410454e+02,2.646741822388310433e-12,2.175329989352862938e-12
1.054176758386408466e+02,2.646741347470420356e-12,2.175329987050173462e-12
1.054335374753977845e+02,2.646740870723795099e-12,2.175329981876798099e-12
1.054494014987706976e+02,2.646740394259431493e-12,2.175329975004550066e-12
1.054652679091188929e+02,2.646739921001115736e-12,2.175329968076013765e-12
1.054811367068013368e+02,2.646739446184995127e-12,2.175329958640104812e-12
1.054970078921774359e+02,2.646738968343532514e-12,2.175329945816684456e-12
1.055128814656062275e+02,2.646738494396730665e-12,2.175329933203064244e-12
1.055287574274472746e+02,2.646738016476332484e-12,2.175329917084239530e-12
1.055446357780596998e+02,2.646737538488245240e-12,2.175329898969751115e-12
1.055605165178031797e+02,2.646737060759842222e-12,2.175329879361072803e-12
1.055763996470369506e+02,2.646736583291123429e-12,2.175329857823252995e-12
1.055922851661207602e+02,2.646736108351126061e-12,2.175329835727671115e-12
1.056081730754140011e+02,2.646735626050911549e-12,2.175329808407542977e-12
1.056240633752764211e+02,2.646735150365943124e-12,2.175329782453677297e-12
1.056399560660678105e+02,2.646734667783597419e-12,2.175329751464598438e-12
1.056558511481477183e+02,2.646734194243575369e-12,2.175329722844730855e-12
1.056717486218761479e+02,2.646733713659423779e-12,2.175329689158947476e-12
1.056876484876127478e+02,2.646733235186309005e-12,2.175329654475332246e-12
1.057035507457176493e+02,2.646732753834610546e-12,2.175329616854509733e-12
1.057194553965506145e+02,2.646732271500835443e-12,2.175329576695612353e-12
1.057353624404718602e+02,2.646731793614865423e-12,2.175329536940965166e-12
1.057512718778412619e+02,2.646731312240720401e-12,2.175329493435493745e-12
1.057671837090191644e+02,2.646730831837449946e-12,2.175329448712156392e-12
1.057830979343655144e+02,2.646730348081469854e-12,2.175329400565488453e-12
1.057990145542407987e+02,2.646729869134533262e-12,2.175329352853773325e-12
1.058149335690050634e+02,2.646729385581838460e-12,2.175329300864174106e-12
1.058308549790188806e+02,2.646728906352770271e-12,2.175329249314645474e-12
1.058467787846424386e+02,2.646728424335430526e-12,2.175329194485065004e-12
1.058627049862364089e+02,2.646727939123425148e-12,2.175329135884192428e-12
1.058786335841610793e+02,2.646727457670609514e-12,2.175329077508472516e-12
1.058945645787772349e+02,2.646726977662793995e-12,2.175329017955823632e-12
1.059104979704452774e+02,2.646726494719954256e-12,2.175328954969610628e-12
1.059264337595260912e+02,2.646726012296440153e-12,2.175328890212886994e-12
1.059423719463801774e+02,2.646725525515523973e-12,2.175328821618349855e-12
1.059583125313684349e+02,2.646725043554935361e-12,2.175328753489468550e-12
1.059742555148518051e+02,2.646724557146635774e-12,2.175328681138992632e-12
1.059902008971909595e+02,2.646724072984835541e-12,2.175328607785569107e-12
1.060061486787470528e+02,2.646723587062040082e-12,2.175328531960594131e-12
1.060220988598808844e+02,2.646723100766761316e-12,2.175328453679419822e-12
1.060380514409536943e+02,2.646722618433866304e-12,2.175328375766676927e-12
1.060540064223263954e+02,2.646722133007907510e-12,2.175328294251507535e-12
1.060699638043603414e+02,2.646721645222652702e-12,2.175328209558629711e-12
1.060859235874165591e+02,2.646721161388491521e-12,2.175328124993680539e-12
1.061018857718565158e+02,2.646720673501727757e-12,2.175328036176435753e-12
1.061178503580413235e+02,2.646720189803119588e-12,2.175327947696920167e-12
1.061338173463325774e+02,2.646719703022738974e-12,2.175327855471700143e-12
1.061497867370914747e+02,2.646719212731615221e-12,2.175327759608235247e-12
1.061657585306797529e+02,2.646718727915558745e-12,2.175327664491866308e-12
1.061817327274587086e+02,2.646718242580266701e-12,2.175327567379836901e-12
1.061977093277901787e+02,2.646717756375788778e-12,2.175327467612042758e-12
1.062136883320355594e+02,2.646717270058468153e-12,2.175327365403401803e-12
1.062296697405568153e+02,2.646716779372465420e-12,2.175327259715146033e-12
1.062456535537154423e+02,2.646716290684607930e-12,2.175327152711802336e-12
1.062616397718735044e+02,2.646715804265823990e-12,2.175327044536649057e-12
1.062776283953926537e+02,2.646715312902634581e-12,2.175326932221777506e-12
1.062936194246348975e+02,2.646714825050275957e-12,2.175326819671523391e-12
1.063096128599623285e+02,2.646714335877184949e-12,2.175326704358046995e-12
1.063256087017367690e+02,2.646713846252591459e-12,2.175326586813525143e-12
1.063416069503205108e+02,2.646713357305364783e-12,2.175326467498495890e-12
1.063576076060754900e+02,2.646712868154986507e-12,2.175326346018943789e-12
1.063736106693640977e+02,2.646712379332025542e-12,2.175326222600020698e-12
1.063896161405483980e+02,2.646711888973848057e-12,2.175326096376939579e-12
1.064056240199908672e+02,2.646711396764370891e-12,2.175325967426457379e-12
1.064216343080536831e+02,2.646710906643346652e-12,2.175325837237645009e-12
1.064376470050994641e+02,2.646710416861028641e-12,2.175325705012237634e-12
1.064536621114904591e+02,2.646709929799329071e-12,2.175325572152316491e-12
1.064696796275894002e+02,2.646709436077350135e-12,2.175325434134380583e-12
1.064856995537586499e+02,2.646708948552904809e-12,2.175325296781669543e-12
1.065017218903610541e+02,2.646708455937308619e-12,2.175325155053858072e-12
1.065177466377590889e+02,2.646707966719651236e-12,2.175325012962738618e-12
1.065337737963156997e+02,2.646707470740119097e-12,2.175324865058619525e-12
1.065498033663934763e+02,2.646706981217758346e-12,2.175324718699863648e-12
1.065658353483554777e+02,2.646706490476265849e-12,2.175324569265747189e-12
1.065818697425643791e+02,2.646705996178885054e-12,2.175324416300850271e-12
1.065979065493832678e+02,2.646705502784644528e-12,2.175324261621736644e-12
1.066139457691752597e+02,2.646705012302928346e-12,2.175324106134129901e-12
1.066299874023031862e+02,2.646704519292594540e-12,2.175323947161797029e-12
1.066460314491304189e+02,2.646704028257824511e-12,2.175323787340034891e-12
1.066620779100198888e+02,2.646703533283353167e-12,2.175323623250633908e-12
1.066781267853350528e+02,2.646703041424601792e-12,2.175323458291335784e-12
1.066941780754389839e+02,2.646702549453008926e-12,2.175323291489895127e-12
1.067102317806952385e+02,2.646702055697852293e-12,2.175323121689852451e-12
1.067262879014669892e+02,2.646701563545732913e-12,2.175322950446800064e-12
